Matrícula	Tempo	Velocidade Média	Endereço	Data da Ocorrencia	Inicio e Fim da Ocorrencia	Nome Linha	Veículo
26858	20	87	Rodovia Governador Mário Covas, Xexéu - Pernambuco, Brasil	13/02/2026	Início: 01:23, Fim: 01:43	RECIFE(PE) - ARACAJU(SE)	6068
26859	5	87	Rodovia Luiz Gonzaga 921, Curado, Recife - Pernambuco, 55630-000, Brasil	01/02/2026	Início: 19:36, Fim: 19:41	RECIFE(PE) - BOM CONSELHO(PE) via DERBY	6185
26859	7	87	Rodovia Luiz Gonzaga, São Caetano - Pernambuco, Brasil	04/02/2026	Início: 13:03, Fim: 13:10	RECIFE(PE) - CUSTÓDIA(PE) via DERBY	6026
26859	8	87	BR 423 - Rodovia Mestre Domiguinhos, São Caetano - Pernambuco, Brasil	11/02/2026	Início: 10:52, Fim: 11:00	RECIFE(PE) - BOM CONSELHO(PE) via DERBY	6234
26860	5	87	Rodovia Governador Mário Covas, Caaporã - Paraíba, 58326-000, Brasil	07/02/2026	Início: 01:33, Fim: 01:38	RECIFE(PE) - NATAL(RN)	6037
26860	7	87	Rodovia Governador Mário Covas, Baía Formosa - Rio Grande do Norte, Brasil	07/02/2026	Início: 03:41, Fim: 03:48	RECIFE(PE) - NATAL(RN)	6037
26860	6	87	Rodovia Governador Mário Covas, Pedras de Fogo - Paraíba, Brasil	12/02/2026	Início: 01:38, Fim: 01:44	RECIFE(PE) - NATAL(RN)	6127
26860	6	87	Rodovia Governador Mário Covas, Santa Rita - Paraíba, Brasil	12/02/2026	Início: 02:34, Fim: 02:40	RECIFE(PE) - NATAL(RN)	6127
26860	6	87	Rodovia Luiz Gonzaga, Curado, Recife - Pernambuco, 55630-000, Brasil	16/02/2026	Início: 06:43, Fim: 06:49	RECIFE(PE) - ARACAJU(SE)	6175
26860	7	87	Rodovia PE 375 (Inajá - Caraibeiras), Tacaratu - Pernambuco, Brasil	20/02/2026	Início: 05:36, Fim: 05:43	RECIFE(PE) - PETROLÂNDIA(PE) via Garanhuns (NOTURNO)	6029
26865	7	87	Sitio Riacho Do Mel 942, Arcoverde - Pernambuco, 56518-899, Brasil	05/02/2026	Início: 22:59, Fim: 23:06	RECIFE(PE) - ARARIPINA(PE) (TFD)	6088
26867	33	87	Rodovia BR-316, Belém do São Francisco - Pernambuco, Brasil	05/02/2026	Início: 02:55, Fim: 03:28	RECIFE(PE) - PETROLINA(PE) (OPCIONAL - EXE)	6185
26867	7	87	Rodovia BR-428, Cabrobó - Pernambuco, Brasil	06/02/2026	Início: 22:49, Fim: 22:56	RECIFE(PE) - PETROLINA(PE) (OPCIONAL - EXE)	6195
26867	28	87	PE-360, Floresta - Pernambuco, Brasil	07/02/2026	Início: 00:21, Fim: 00:49	RECIFE(PE) - PETROLINA(PE) (OPCIONAL - EXE)	6195
26867	12	87	Rodovia BR-232, Sertânia - Pernambuco, Brasil	07/02/2026	Início: 02:13, Fim: 02:25	RECIFE(PE) - PETROLINA(PE) (OPCIONAL - EXE)	6195
26867	17	87	Rodovia BR-428, Santa Maria da Boa Vista - Pernambuco, Brasil	09/02/2026	Início: 21:00, Fim: 21:17	RECIFE(PE) - PETROLINA(PE) (OPCIONAL - EXE)	6215
26867	6	87	Rodovia BR-428, Cabrobó - Pernambuco, Brasil	09/02/2026	Início: 22:30, Fim: 22:36	RECIFE(PE) - PETROLINA(PE) (OPCIONAL - EXE)	6215
26867	26	87	PE-360, Floresta - Pernambuco, Brasil	11/02/2026	Início: 01:10, Fim: 01:36	RECIFE(PE) - PETROLINA(PE) (OPCIONAL - EXE)	6195
26867	29	87	PE-360, Floresta - Pernambuco, Brasil	11/02/2026	Início: 01:40, Fim: 02:09	RECIFE(PE) - PETROLINA(PE) (OPCIONAL - EXE)	6195
26867	33	87	Rodovia BR-316, Belém do São Francisco - Pernambuco, Brasil	11/02/2026	Início: 02:24, Fim: 02:57	RECIFE(PE) - PETROLINA(PE) (OPCIONAL - EXE)	6195
26867	11	87	Rodovia BR-428, Cabrobó - Pernambuco, Brasil	11/02/2026	Início: 03:44, Fim: 03:55	RECIFE(PE) - PETROLINA(PE) (OPCIONAL - EXE)	6195
26867	30	87	Rodovia BR-428, Santa Maria da Boa Vista - Pernambuco, Brasil	11/02/2026	Início: 04:42, Fim: 05:12	RECIFE(PE) - PETROLINA(PE) (OPCIONAL - EXE)	6195
26867	26	87	Rodovia BR-428, Cabrobó - Pernambuco, Brasil	19/02/2026	Início: 21:41, Fim: 22:07	RECIFE(PE) - PETROLINA(PE) (OPCIONAL - EXE)	6285
26867	26	87	Rodovia BR-316, Belém do São Francisco - Pernambuco, Brasil	19/02/2026	Início: 22:39, Fim: 23:05	RECIFE(PE) - PETROLINA(PE) (OPCIONAL - EXE)	6285
26867	27	87	PE-360, Floresta - Pernambuco, Brasil	20/02/2026	Início: 00:39, Fim: 01:06	RECIFE(PE) - PETROLINA(PE) (OPCIONAL - EXE)	6285
26867	15	87	Rodovia BR-316, Belém do São Francisco - Pernambuco, Brasil	22/02/2026	Início: 23:18, Fim: 23:33	RECIFE(PE) - PETROLINA(PE) (OPCIONAL - EXE)	6295
26867	14	87	Rodovia BR-232, Sertânia - Pernambuco, Brasil	23/02/2026	Início: 02:25, Fim: 02:39	RECIFE(PE) - PETROLINA(PE) (OPCIONAL - EXE)	6295
26867	27	87	PE-360, Ibimirim - Pernambuco, Brasil	24/02/2026	Início: 01:27, Fim: 01:54	RECIFE(PE) - PETROLINA(PE) (OPCIONAL - EXE)	6295
26867	29	87	PE-360, Floresta - Pernambuco, Brasil	24/02/2026	Início: 02:00, Fim: 02:29	RECIFE(PE) - PETROLINA(PE) (OPCIONAL - EXE)	6295
26867	10	87	Rodovia BR-428, Cabrobó - Pernambuco, Brasil	24/02/2026	Início: 04:25, Fim: 04:35	RECIFE(PE) - PETROLINA(PE) (OPCIONAL - EXE)	6295
26867	9	87	Rua Seis 115, Orocó - Pernambuco, 56170-000, Brasil	24/02/2026	Início: 04:55, Fim: 05:04	RECIFE(PE) - PETROLINA(PE) (OPCIONAL - EXE)	6295
26867	12	87	Rodovia BR-122, Petrolina - Pernambuco, Brasil	24/02/2026	Início: 06:21, Fim: 06:33	RECIFE(PE) - PETROLINA(PE) (OPCIONAL - EXE)	6295
26867	8	87	BR-428, Petrolina - Pernambuco, Brasil	24/02/2026	Início: 06:37, Fim: 06:45	RECIFE(PE) - PETROLINA(PE) (OPCIONAL - EXE)	6295
26867	35	87	Rodovia BR-316, Belém do São Francisco - Pernambuco, Brasil	26/02/2026	Início: 22:43, Fim: 23:18	RECIFE(PE) - PETROLINA(PE) (OPCIONAL - EXE)	6345
26867	9	87	PE-360, Floresta - Pernambuco, Brasil	27/02/2026	Início: 00:58, Fim: 01:07	RECIFE(PE) - PETROLINA(PE) (OPCIONAL - EXE)	6345
26867	29	87	Rodovia BR-428, Cabrobó - Pernambuco, Brasil	28/02/2026	Início: 03:59, Fim: 04:28	RECIFE(PE) - PETROLINA(PE) (OPCIONAL - EXE)	6205
26867	10	87	Rodovia BR-428, Cabrobó - Pernambuco, Brasil	28/02/2026	Início: 04:43, Fim: 04:53	RECIFE(PE) - PETROLINA(PE) (OPCIONAL - EXE)	6205
26867	38	87	Escola Municipal, Santa Maria da Boa Vista - Pernambuco, Brasil	28/02/2026	Início: 05:49, Fim: 06:27	RECIFE(PE) - PETROLINA(PE) (OPCIONAL - EXE)	6205
26867	25	87	BR-428, Petrolina - Pernambuco, Brasil	28/02/2026	Início: 06:33, Fim: 06:58	RECIFE(PE) - PETROLINA(PE) (OPCIONAL - EXE)	6205
26868	7	87	Rua Inacio Da Costa Farias 250, Mamanguape - Paraíba, 58280-000, Brasil	22/02/2026	Início: 03:40, Fim: 03:47	CARUARU(PE) - NATAL(RN)	6058
26869	24	87	Rodovia Governador Mário Covas 101, Itaporanga d'Ajuda - Sergipe, 49120-000, Brasil	09/02/2026	Início: 22:49, Fim: 23:13	SALVADOR(BA) - JOÃO PESSOA(PB)	6103
26869	39	87	Rodovia Governador Mário Covas, São Francisco - Sergipe, Brasil	10/02/2026	Início: 00:43, Fim: 01:22	SALVADOR(BA) - JOÃO PESSOA(PB)	6103
26871	6	87	Rodovia Governador Antônio Mariz 6492, Campina Grande - Paraíba, 58449-000, Brasil	06/02/2026	Início: 11:34, Fim: 11:40	CAMPINA GRANDE(PB) - RECIFE(PE)	6145
26871	5	87	Avenida General Aurélio De Lyra Tavares, Ilha Do Bispo, João Pessoa - Paraíba, 58011-000, Brasil	06/02/2026	Início: 23:01, Fim: 23:06	CAMPINA GRANDE(PB) - RECIFE(PE)	6075
26871	7	87	Rodovia Governador Mário Covas, Itapissuma - Pernambuco, Brasil	07/02/2026	Início: 16:11, Fim: 16:18	CAMPINA GRANDE(PB) - RECIFE(PE)	6138
26871	13	87	Rodovia Governador Antônio Mariz, Gurinhém - Paraíba, Brasil	13/02/2026	Início: 18:22, Fim: 18:35	SÃO LUIS X NATAL (CGE X NAT) IN	6103
26871	6	87	Rodovia Governador Antônio Mariz, Gurinhém - Paraíba, Brasil	13/02/2026	Início: 18:38, Fim: 18:44	SÃO LUIS X NATAL (CGE X NAT) IN	6103
26872	8	87	Rodovia Mestre Domiguinhos, Jucati - Pernambuco, Brasil	17/02/2026	Início: 19:03, Fim: 19:11	RECIFE(PE) - BOM CONSELHO(PE) via DERBY	6127
26872	5	87	Rodovia Mestre Domiguinhos, São João - Pernambuco, Brasil	24/02/2026	Início: 09:36, Fim: 09:41	RECIFE(PE) - BOM CONSELHO(PE) via DERBY	6127
26875	7	87	Estrada Piuta Para Algodoes 23633, Sertânia - Pernambuco, 56600-000, Brasil	06/02/2026	Início: 01:39, Fim: 01:46	CRATO(CE) - RECIFE(PE)	6205
26875	15	87	Rodovia BR-232, Sertânia - Pernambuco, Brasil	06/02/2026	Início: 01:48, Fim: 02:03	CRATO(CE) - RECIFE(PE)	6205
26875	15	87	Sitio Araras 28, São Caetano - Pernambuco, 55130-000, Brasil	06/02/2026	Início: 22:57, Fim: 23:12	RECIFE(PE) - ARARIPINA(PE) (LEITO_CAMA)	6119
26875	22	87	Rodovia Br-232 395, Belo Jardim - Pernambuco, 55150-000, Brasil	07/02/2026	Início: 03:43, Fim: 04:05	RECIFE(PE) - ARARIPINA(PE) (LEITO_CAMA)	6087
26875	7	87	Rodovia Governador Mário Covas, Nísia Floresta - Rio Grande do Norte, Brasil	09/02/2026	Início: 03:56, Fim: 04:03	RECIFE(PE) - NATAL(RN)	6077
26875	20	87	Rua Tiradentes 12, Santo Antônio, Pesqueira - Pernambuco, 55200-000, Brasil	12/02/2026	Início: 00:24, Fim: 00:44	RECIFE(PE) - BODOCÓ(PE) via Exu	6073
26875	25	87	Povoado Riacho Fundo 20, Pesqueira - Pernambuco, 55200-000, Brasil	12/02/2026	Início: 02:30, Fim: 02:55	RECIFE(PE) - BODOCÓ(PE) via Exu	6265
26875	10	87	Rodovia Br-232, Belo Jardim - Pernambuco, 55159-899, Brasil	12/02/2026	Início: 03:10, Fim: 03:20	RECIFE(PE) - BODOCÓ(PE) via Exu	6265
26875	10	87	Rodovia BR-232, Sanharó - Pernambuco, Brasil	18/02/2026	Início: 23:28, Fim: 23:38	RECIFE(PE) - ARARIPINA(PE) (LEITO_CAMA)	6099
26876	7	87	Rodovia Luiz Gonzaga, Caruaru - Pernambuco, Brasil	07/02/2026	Início: 13:35, Fim: 13:42	RECIFE(PE) - ARCOVERDE(PE) via DERBY	6086
26876	10	87	Rodovia Br-232, Pesqueira - Pernambuco, 55200-000, Brasil	09/02/2026	Início: 22:44, Fim: 22:54	RECIFE(PE) - PETROLINA(PE) (OPCIONAL - EXE)	6255
26876	20	87	Rodovia BR-232, Pesqueira - Pernambuco, Brasil	09/02/2026	Início: 22:56, Fim: 23:16	RECIFE(PE) - PETROLINA(PE) (OPCIONAL - EXE)	6255
26876	41	87	Rodovia Luiz Gonzaga, Vitória de Santo Antão - Pernambuco, Brasil	11/02/2026	Início: 06:07, Fim: 06:48	RECIFE(PE) - PETROLINA(PE) (OPCIONAL - EXE)	6285
26876	9	87	Rodovia Luiz Gonzaga, Agamenon Magalhães, Caruaru - Pernambuco, 55000-990, Brasil	16/02/2026	Início: 07:30, Fim: 07:39	SÃO LUIS(MA) X RECIFE(PE) ( ACV X REC ) IN	6254
26877	9	87	Estrada Passagem De Pedra 7, Missão Velha - Ceará, 63203-000, Brasil	04/02/2026	Início: 16:59, Fim: 17:08	IGUATU(CE) - RECIFE(PE) - Via CRATO(CE)	6178
26877	5	87	Rua Inacio Ferreira Leite, Crato - Ceará, Brasil	04/02/2026	Início: 18:31, Fim: 18:36	IGUATU(CE) - RECIFE(PE) - Via CRATO(CE)	6178
26877	6	87	Br-232, Arcoverde - Pernambuco, Brasil	07/02/2026	Início: 03:23, Fim: 03:29	RECIFE(PE) - PETROLINA(PE) (OPCIONAL - EXE)	6195
26877	6	87	Rodovia BR-232, Tacaimbó - Pernambuco, Brasil	15/02/2026	Início: 12:54, Fim: 13:00	RECIFE(PE) - ARCOVERDE(PE) via DERBY	6095
26877	9	87	Rodovia Luiz Gonzaga, Caruaru - Pernambuco, 55000-990, Brasil	15/02/2026	Início: 14:05, Fim: 14:14	RECIFE(PE) - ARCOVERDE(PE) via DERBY	6095
26878	14	87	Rodovia Governador Mário Covas, Alhandra - Paraíba, Brasil	22/02/2026	Início: 13:23, Fim: 13:37	CAMPINA GRANDE(PB) - RECIFE(PE)	6108
26878	20	87	Rodovia BR-232, Pesqueira - Pernambuco, Brasil	24/02/2026	Início: 18:11, Fim: 18:31	RECIFE(PE) - SALGUEIRO(PE) (DIURNO)	6215
26878	14	87	Rodovia BR-232, Sertânia - Pernambuco, Brasil	24/02/2026	Início: 19:34, Fim: 19:48	RECIFE(PE) - SALGUEIRO(PE) (DIURNO)	6215
26878	16	87	Rodovia BR-232, Flores - Pernambuco, Brasil	24/02/2026	Início: 20:51, Fim: 21:07	RECIFE(PE) - SALGUEIRO(PE) (DIURNO)	6215
26878	13	87	Rodovia BR-232, Flores - Pernambuco, Brasil	25/02/2026	Início: 10:42, Fim: 10:55	RECIFE(PE) - SALGUEIRO(PE) (DIURNO)	6255
26878	13	87	Estrada Malhada Da Areia 25, Custódia - Pernambuco, 56640-000, Brasil	25/02/2026	Início: 11:12, Fim: 11:25	RECIFE(PE) - SALGUEIRO(PE) (DIURNO)	6255
26878	11	87	Rodovia BR-232, Sertânia - Pernambuco, Brasil	25/02/2026	Início: 11:48, Fim: 11:59	RECIFE(PE) - SALGUEIRO(PE) (DIURNO)	6255
26878	27	87	Rodovia BR-232 122, Pesqueira - Pernambuco, 55200-000, Brasil	25/02/2026	Início: 13:18, Fim: 13:45	RECIFE(PE) - SALGUEIRO(PE) (DIURNO)	6255
26879	10	87	Rodovia Governador Mário Covas, Mamanguape - Paraíba, Brasil	01/02/2026	Início: 09:14, Fim: 09:24	RECIFE(PE) - NATAL(RN)	6119
26879	13	87	Rodovia Governador Mário Covas 14, Canguaretama - Rio Grande do Norte, 59190-000, Brasil	09/02/2026	Início: 18:05, Fim: 18:18	RECIFE(PE) - NATAL(RN)	6023
26882	5	87	Avenida Senador Salgado Filho, Pitimbu, Natal - Rio Grande do Norte, 59086, Brasil	04/02/2026	Início: 15:52, Fim: 15:57	RECIFE(PE) - NATAL(RN)	6294
26882	5	87	Rodovia Governador Mário Covas, Itapissuma - Pernambuco, Brasil	26/02/2026	Início: 09:37, Fim: 09:42	RECIFE(PE) - NATAL(RN)	6139
26882	5	87	Rodovia Governador Mário Covas, Santa Rita - Paraíba, Brasil	27/02/2026	Início: 18:46, Fim: 18:51	RECIFE(PE) - NATAL(RN)	6069
26885	7	87	Rua Manuel Pereira Da Silva, Paratibe, Paulista - Pernambuco, Brasil	03/02/2026	Início: 09:52, Fim: 09:59	CAMPINA GRANDE(PB) - RECIFE(PE)	6146
26885	5	87	Acesso Ao Engenho Umbu 66, Goiana - Pernambuco,, Brasil	07/02/2026	Início: 12:55, Fim: 13:00	CAMPINA GRANDE(PB) - RECIFE(PE)	6105
26885	16	87	Rodovia Governador Mário Covas, Goiana - Pernambuco, Brasil	18/02/2026	Início: 10:33, Fim: 10:49	RECIFE(PE) - NATAL(RN)	6129
26885	6	87	Rodovia Governador Mário Covas, Santa Rita - Paraíba, Brasil	18/02/2026	Início: 12:01, Fim: 12:07	RECIFE(PE) - NATAL(RN)	6129
26885	16	87	Rodovia Governador Mário Covas, Goiana - Pernambuco, Brasil	24/02/2026	Início: 14:58, Fim: 15:14	JOÃO PESSOA(PB) - RECIFE(PE)	6098
26888	16	87	PE-360, Floresta - Pernambuco, Brasil	06/02/2026	Início: 00:08, Fim: 00:24	RECIFE(PE) - PETROLINA(PE) (OPCIONAL - EXE)	6185
26888	28	87	PE-360, Floresta - Pernambuco, Brasil	10/02/2026	Início: 01:36, Fim: 02:04	RECIFE(PE) - PETROLINA(PE) (OPCIONAL - EXE)	6255
26888	31	87	Rodovia Br-316, Floresta - Pernambuco, 56400-000, Brasil	10/02/2026	Início: 02:38, Fim: 03:09	RECIFE(PE) - PETROLINA(PE) (OPCIONAL - EXE)	6255
26888	18	87	Rodovia Br-122, Petrolina - Pernambuco, 56334-899, Brasil	10/02/2026	Início: 06:32, Fim: 06:50	RECIFE(PE) - PETROLINA(PE) (OPCIONAL - EXE)	6255
26888	27	87	PE-360, Ibimirim - Pernambuco, Brasil	12/02/2026	Início: 00:50, Fim: 01:17	RECIFE(PE) - PETROLINA(PE) (OPCIONAL - EXE)	6195
26888	26	87	PE-360, Ibimirim - Pernambuco, Brasil	13/02/2026	Início: 01:40, Fim: 02:06	RECIFE(PE) - PETROLINA(PE) (OPCIONAL - EXE)	6215
26888	15	87	Rodovia Br-428, Orocó - Pernambuco, 56170-000, Brasil	14/02/2026	Início: 21:09, Fim: 21:24	RECIFE(PE) - PETROLINA(PE) (ANTIGO JUAZEIRO)	6285
26888	47	87	Rodovia BR-316, Belém do São Francisco - Pernambuco, Brasil	14/02/2026	Início: 23:09, Fim: 23:56	RECIFE(PE) - PETROLINA(PE) (ANTIGO JUAZEIRO)	6285
26888	10	87	Br-110, Ibimirim - Pernambuco, 56580-000, Brasil	15/02/2026	Início: 01:45, Fim: 01:55	RECIFE(PE) - PETROLINA(PE) (ANTIGO JUAZEIRO)	6285
26888	27	87	PE-360, Floresta - Pernambuco, Brasil	20/02/2026	Início: 01:05, Fim: 01:32	RECIFE(PE) - PETROLINA(PE) (OPCIONAL - EXE)	6335
26888	16	87	Rodovia BR-428, Santa Maria da Boa Vista - Pernambuco, Brasil	23/02/2026	Início: 21:07, Fim: 21:23	RECIFE(PE) - PETROLINA(PE) (OPCIONAL - EXE)	6215
26888	16	87	PE-360, Floresta - Pernambuco, Brasil	24/02/2026	Início: 00:03, Fim: 00:19	RECIFE(PE) - PETROLINA(PE) (OPCIONAL - EXE)	6215
26888	27	87	PE-360, Floresta - Pernambuco, Brasil	25/02/2026	Início: 00:48, Fim: 01:15	RECIFE(PE) - PETROLINA(PE) (OPCIONAL - EXE)	6205
26888	18	87	Br-428, Petrolina - Pernambuco, 56320-700, Brasil	25/02/2026	Início: 05:39, Fim: 05:57	RECIFE(PE) - PETROLINA(PE) (OPCIONAL - EXE)	6205
26888	25	87	Rodovia BR-316, Itacuruba - Pernambuco, Brasil	27/02/2026	Início: 23:28, Fim: 23:53	RECIFE(PE) - PETROLINA(PE) (OPCIONAL - EXE)	6255
26888	28	87	PE-360, Floresta - Pernambuco, Brasil	28/02/2026	Início: 01:24, Fim: 01:52	RECIFE(PE) - PETROLINA(PE) (OPCIONAL - EXE)	6255
26889	43	87	Rodovia Governador Mário Covas, Santa Rita - Paraíba, Brasil	21/02/2026	Início: 16:54, Fim: 17:37	RECIFE(PE) - NATAL(RN)	6087
26889	36	87	Rodovia Governador Mário Covas, Rio Tinto - Paraíba, Brasil	28/02/2026	Início: 06:58, Fim: 07:34	RECIFE(PE) - NATAL(RN)	6077
26889	28	87	Rodovia Governador Mário Covas, Santa Rita - Paraíba, Brasil	28/02/2026	Início: 07:48, Fim: 08:16	RECIFE(PE) - NATAL(RN)	6077
26889	7	87	Rodovia Governador Mário Covas, Alhandra - Paraíba, Brasil	28/02/2026	Início: 08:43, Fim: 08:50	RECIFE(PE) - NATAL(RN)	6077
26889	9	87	Rodovia Governador Mário Covas, Mamanguape - Paraíba, Brasil	28/02/2026	Início: 16:16, Fim: 16:25	RECIFE(PE) - NATAL(RN)	6077
26890	5	87	Rod. Mun. Gov. Sólon de Lucena, Itabaiana - Paraíba, Brasil	03/02/2026	Início: 18:16, Fim: 18:21	CAMPINA GRANDE(PB) - RECIFE(PE)	6096
26890	8	87	Rodovia Governador Antônio Mariz 5796, Riachão do Bacamarte - Paraíba, Brasil	04/02/2026	Início: 16:41, Fim: 16:49	CAMPINA GRANDE(PB) - RECIFE(PE)	6155
26890	7	87	Rodovia Governador Mário Covas, Itapissuma - Pernambuco, Brasil	06/02/2026	Início: 14:33, Fim: 14:40	CAMPINA GRANDE(PB) - RECIFE(PE)	6015
26890	23	87	Rodovia Governador Antônio Mariz 860, Campina Grande - Paraíba, 58446-000, Brasil	09/02/2026	Início: 11:36, Fim: 11:59	CAMPINA GRANDE(PB) - RECIFE(PE)	6135
26890	27	87	Rodovia Governador Mário Covas, Alhandra - Paraíba, Brasil	09/02/2026	Início: 22:17, Fim: 22:44	CAMPINA GRANDE(PB) - RECIFE(PE)	6015
26890	15	87	Rodovia Governador Mário Covas, Goiana - Pernambuco, Brasil	22/02/2026	Início: 10:02, Fim: 10:17	CAMPINA GRANDE(PB) - RECIFE(PE)	6125
26891	15	87	Rodovia Governador Mário Covas, Alhandra - Paraíba, Brasil	27/02/2026	Início: 10:48, Fim: 11:03	JOÃO PESSOA(PB) - RECIFE(PE)	6228
26904	11	87	Rodovia Governador Mário Covas, Goianinha - Rio Grande do Norte, Brasil	09/02/2026	Início: 09:10, Fim: 09:21	RECIFE(PE) - NATAL(RN)	6093
26904	7	87	Rodovia Governador Mário Covas, Mamanguape - Paraíba, Brasil	09/02/2026	Início: 20:30, Fim: 20:37	RECIFE(PE) - NATAL(RN)	6029
26904	8	87	Rodovia Luiz Gonzaga, Curado, Jaboatão dos Guararapes - Pernambuco, 55630-000, Brasil	18/02/2026	Início: 15:11, Fim: 15:19	RECIFE(PE) - NATAL(RN)	6077
26904	5	87	Rodovia Governador Mário Covas, Santa Rita - Paraíba, Brasil	19/02/2026	Início: 10:56, Fim: 11:01	JOÃO PESSOA(PB) - NATAL(PB)	6096
26905	12	87	Rodovia Governador Mário Covas 297, Alhandra - Paraíba, 58320-000, Brasil	10/02/2026	Início: 11:07, Fim: 11:19	RECIFE(PE) - NATAL(RN)	6165
26905	14	87	Rodovia BR-232, São Caetano - Pernambuco, Brasil	16/02/2026	Início: 09:26, Fim: 09:40	RECIFE(PE) - PETROLINA(PE) via Salgueiro (PINGA)	6059
26906	11	87	Rodovia Governador Mário Covas, Conde - Paraíba, Brasil	11/02/2026	Início: 11:32, Fim: 11:43	RECIFE(PE) - NATAL(RN)	6079
26906	16	87	Rodovia Governador Mário Covas, Itapissuma - Pernambuco, Brasil	12/02/2026	Início: 10:55, Fim: 11:11	RECIFE(PE) - NATAL(RN)	6089
26906	6	87	Rodovia Luiz Gonzaga, Gravatá - Pernambuco, Brasil	28/02/2026	Início: 07:15, Fim: 07:21	RECIFE(PE) - PETROLINA(PE) via Salgueiro (PINGA)	6137
26906	19	87	Rodovia Luiz Gonzaga 159, Caruaru - Pernambuco, 55000-990, Brasil	28/02/2026	Início: 07:28, Fim: 07:47	RECIFE(PE) - PETROLINA(PE) via Salgueiro (PINGA)	6137
26908	16	87	Rodovia BR-232, Verdejante - Pernambuco, Brasil	02/02/2026	Início: 05:49, Fim: 06:05	ARARIPINA(PE) - NATAL(RN)	6188
26908	16	87	Rodovia BR-232, Flores - Pernambuco, Brasil	09/02/2026	Início: 03:53, Fim: 04:09	ARARIPINA(PE) - NATAL(RN)	6168
26908	10	87	Rodovia Br-232, São José do Belmonte - Pernambuco, 56950-000, Brasil	09/02/2026	Início: 05:47, Fim: 05:57	ARARIPINA(PE) - NATAL(RN)	6168
26908	14	87	Rodovia Br 316 133, Parnamirim - Pernambuco, 56163-000, Brasil	09/02/2026	Início: 07:58, Fim: 08:12	ARARIPINA(PE) - NATAL(RN)	6168
26912	16	87	BR 423 - Rodovia Mestre Domiguinhos, São Caetano - Pernambuco, Brasil	26/02/2026	Início: 18:28, Fim: 18:44	RECIFE(PE) - GARANHUNS(PE) (TFD)	6128
26916	11	87	Rodovia Governador Mário Covas, Alhandra - Paraíba, Brasil	05/02/2026	Início: 14:00, Fim: 14:11	CAMPINA GRANDE(PB) - RECIFE(PE)	6025
26916	9	87	Rodovia Luiz Gonzaga, Encruzilhada De São João, Bezerros - Pernambuco, 55000-990, Brasil	20/02/2026	Início: 19:50, Fim: 19:59	RECIFE(PE) - PETROLINA(PE) via Salgueiro (PINGA)	6157
26918	13	87	Rodovia Luiz Gonzaga, Caruaru - Pernambuco, 55000-990, Brasil	07/02/2026	Início: 09:26, Fim: 09:39	RECIFE(PE) - ARARIPINA(PE) (PINGA)	6077
26918	17	87	Rodovia BR-232 10, Custódia - Pernambuco, Brasil	12/02/2026	Início: 14:47, Fim: 15:04	RECIFE(PE) - ARARIPINA(PE) (PINGA)	6189
26918	7	87	Rodovia Luiz Gonzaga, Retiro, Bezerros - Pernambuco, Brasil	16/02/2026	Início: 09:01, Fim: 09:08	RECIFE(PE) - ARARIPINA(PE) (PINGA)	6199
26918	9	87	Rodovia BR-232, Pesqueira - Pernambuco, Brasil	27/02/2026	Início: 11:12, Fim: 11:21	RECIFE(PE) - ARARIPINA(PE) (PINGA)	6083
26918	10	87	Rodovia Luiz Gonzaga, Encruzilhada De São João, Bezerros - Pernambuco, Brasil	28/02/2026	Início: 18:40, Fim: 18:50	RECIFE(PE) - ARARIPINA(PE) (PINGA)	6083
26919	6	87	Rodovia Luiz Gonzaga, Sairé - Pernambuco, Brasil	06/02/2026	Início: 06:59, Fim: 07:05	RECIFE(PE) - CARUARU(PE) - CONVENCIONAL	6136
26919	6	87	Rodovia Governador Antônio Mariz, Massaranduba - Paraíba, Brasil	13/02/2026	Início: 19:07, Fim: 19:13	CAMPINA GRANDE(PB) - RECIFE(PE)	6105
26919	18	87	Rodovia Luiz Gonzaga, Sairé - Pernambuco, Brasil	22/02/2026	Início: 16:54, Fim: 17:12	RECIFE(PE) - CARUARU(PE) - EXPRESSO	6269
26920	7	87	Rodovia Governador Mário Covas, Mamanguape - Paraíba, Brasil	22/02/2026	Início: 11:01, Fim: 11:08	ARARIPINA(PE) - NATAL(RN)	6138
26920	8	87	Rodovia Governador Mário Covas, Conde - Paraíba, Brasil	27/02/2026	Início: 16:57, Fim: 17:05	CAMPINA GRANDE(PB) - RECIFE(PE)	6116
26922	5	87	Rodovia Luiz Gonzaga, Agamenon Magalhães, Caruaru - Pernambuco, 55000-990, Brasil	17/02/2026	Início: 19:31, Fim: 19:36	RECIFE(PE) - PETROLINA(PE) via Salgueiro (PINGA)	6209
26923	5	87	Rodovia Luiz Gonzaga, Gravatá - Pernambuco, 55645-737, Brasil	02/02/2026	Início: 17:56, Fim: 18:01	RECIFE(PE) - BOM CONSELHO(PE) via DERBY	6179
26930	10	87	BR 423 - Rodovia Mestre Domiguinhos, Cachoeirinha - Pernambuco, Brasil	06/02/2026	Início: 16:53, Fim: 17:03	RECIFE(PE) - ÁGUAS BELAS(PE) via DERBY	6017
26930	5	87	Rodovia Luiz Gonzaga, Gravatá - Pernambuco, Brasil	12/02/2026	Início: 15:08, Fim: 15:13	RECIFE(PE) - ÁGUAS BELAS(PE) via DERBY	6138
